PERMNO,DATE,n,RET,b_mkt,alpha,ivol,tvol,R2,exret,TICKER
93436,22OCT2018,252,0.3654%,1.5384,-0.0011,3.1460%,3.4053%,14.6467%,0.9399%,TSLA
93436,19OCT2018,252,-1.4816%,1.5329,-0.0012,3.1498%,3.4072%,14.5351%,-1.1067%,TSLA
93436,17OCT2018,252,-1.7390%,1.5283,-0.0012,3.1525%,3.4047%,14.2642%,-1.6249%,TSLA
93436,16OCT2018,252,6.5488%,1.5270,-0.0011,3.1526%,3.4043%,14.2408%,3.2153%,TSLA
93436,15OCT2018,252,0.3130%,1.4846,-0.0013,3.1473%,3.3798%,13.2860%,1.0193%,TSLA
93436,11OCT2018,252,-1.8102%,1.4819,-0.0013,3.1465%,3.3756%,13.1147%,1.1144%,TSLA
93436,10OCT2018,252,-2.2527%,1.4962,-0.0014,3.1456%,3.3739%,13.0725%,2.9429%,TSLA
93436,09OCT2018,252,4.8851%,1.5626,-0.0014,3.1476%,3.3793%,13.2443%,5.1608%,TSLA
93436,05OCT2018,252,-7.0539%,1.5704,-0.0016,3.1276%,3.3629%,13.5055%,-6.0751%,TSLA
93436,04OCT2018,252,-4.3996%,1.5418,-0.0013,3.1054%,3.3337%,13.2274%,-2.9909%,TSLA
93436,03OCT2018,252,-2.0663%,1.5234,-0.0011,3.1028%,3.3246%,12.9011%,-2.3798%,TSLA
93436,02OCT2018,252,-3.1156%,1.5275,-0.0010,3.1012%,3.3243%,12.9749%,-2.8041%,TSLA
93436,01OCT2018,252,17.3471%,1.5211,-0.0009,3.0967%,3.3185%,12.9220%,17.0974%,TSLA
93436,28SEP2018,252,-13.9015%,1.5107,-0.0016,2.8997%,3.1325%,14.3117%,-13.8645%,TSLA
93436,27SEP2018,252,-0.6654%,1.5019,-0.0010,2.7672%,3.0075%,15.3439%,-1.0772%,TSLA
93436,25SEP2018,252,0.4371%,1.5064,-0.0012,2.7605%,3.0029%,15.4896%,0.5046%,TSLA
93436,24SEP2018,252,0.1939%,1.5095,-0.0013,2.7613%,3.0047%,15.5425%,0.6540%,TSLA
93436,21SEP2018,252,0.2581%,1.5101,-0.0015,2.7739%,3.0162%,15.4224%,0.4469%,TSLA
93436,19SEP2018,252,4.9340%,1.5195,-0.0016,2.7740%,3.0186%,15.5499%,4.8349%,TSLA
93436,18SEP2018,252,-3.3510%,1.5184,-0.0019,2.7610%,3.0063%,15.6553%,-4.2327%,TSLA
93436,17SEP2018,252,-0.1220%,1.5329,-0.0017,2.7501%,3.0005%,15.9949%,0.9627%,TSLA
93436,13SEP2018,252,-0.3717%,1.5341,-0.0016,2.7552%,3.0047%,15.9161%,-1.0712%,TSLA
93436,12SEP2018,252,3.9722%,1.5366,-0.0016,2.7553%,3.0053%,15.9470%,3.9182%,TSLA
93436,11SEP2018,252,-2.1226%,1.5358,-0.0017,2.7436%,2.9946%,16.0585%,-2.7113%,TSLA
93436,10SEP2018,252,8.4562%,1.5695,-0.0015,2.7529%,3.0152%,16.6427%,8.0886%,TSLA
93436,07SEP2018,252,-6.3036%,1.5635,-0.0019,2.7051%,2.9698%,17.0293%,-6.0323%,TSLA
93436,06SEP2018,252,0.0748%,1.5521,-0.0016,2.6828%,2.9457%,17.0515%,0.7500%,TSLA
93436,05SEP2018,252,-2.8413%,1.5528,-0.0017,2.6844%,2.9470%,17.0276%,-2.2148%,TSLA
93436,31AUG2018,252,-0.4915%,1.5424,-0.0014,2.6701%,2.9315%,17.0401%,-0.6219%,TSLA
93436,30AUG2018,252,-0.6098%,1.5423,-0.0014,2.6699%,2.9318%,17.0662%,0.0169%,TSLA
93436,29AUG2018,252,-2.1965%,1.5457,-0.0014,2.6707%,2.9335%,17.1177%,-3.0742%,TSLA
93436,27AUG2018,252,-1.0997%,1.5536,-0.0012,2.6612%,2.9271%,17.3431%,-2.2624%,TSLA
93436,24AUG2018,252,0.8497%,1.5618,-0.0012,2.6595%,2.9275%,17.4715%,-0.1252%,TSLA
93436,23AUG2018,252,-0.4788%,1.5612,-0.0012,2.6596%,2.9270%,17.4376%,-0.1911%,TSLA
93436,21AUG2018,252,4.3639%,1.5476,-0.0010,2.6715%,2.9351%,17.1586%,3.8482%,TSLA
93436,20AUG2018,252,0.9624%,1.5414,-0.0013,2.6654%,2.9275%,17.1044%,0.5699%,TSLA
93436,17AUG2018,252,-8.9283%,1.5420,-0.0014,2.6656%,2.9279%,17.1135%,-9.4034%,TSLA
93436,16AUG2018,252,-0.9566%,1.5603,-0.0010,2.6006%,2.8795%,18.4340%,-2.3151%,TSLA
93436,15AUG2018,252,-2.5745%,1.5715,-0.0009,2.5968%,2.8789%,18.6334%,-1.1574%,TSLA
93436,14AUG2018,252,-2.4606%,1.5650,-0.0009,2.5960%,2.8743%,18.4297%,-3.5575%,TSLA
93436,13AUG2018,252,0.2588%,1.5795,-0.0008,2.5867%,2.8719%,18.8702%,0.9802%,TSLA
93436,09AUG2018,252,-4.8307%,1.5895,-0.0009,2.5833%,2.8752%,19.2739%,-4.7584%,TSLA
93436,08AUG2018,252,-2.4317%,1.5862,-0.0007,2.5664%,2.8589%,19.4176%,-2.3756%,TSLA
93436,07AUG2018,252,10.9886%,1.5783,-0.0005,2.5705%,2.8600%,19.2204%,10.5284%,TSLA
93436,03AUG2018,252,-0.3919%,1.5719,-0.0007,2.4827%,2.7788%,20.1751%,-0.8829%,TSLA
93436,02AUG2018,252,16.1880%,1.5612,-0.0004,2.5199%,2.8083%,19.4873%,15.1755%,TSLA
93436,01AUG2018,252,0.9056%,1.5008,-0.0009,2.3336%,2.6197%,20.6487%,1.0937%,TSLA
93436,30JUL2018,252,-2.3588%,1.4981,-0.0012,2.3393%,2.6235%,20.4926%,-1.3228%,TSLA
93436,27JUL2018,252,-3.0882%,1.4915,-0.0011,2.3383%,2.6194%,20.3080%,-1.8788%,TSLA
93436,26JUL2018,252,-0.6769%,1.4847,-0.0011,2.3406%,2.6178%,20.0529%,-0.3883%,TSLA
93436,25JUL2018,252,3.8026%,1.4831,-0.0011,2.3423%,2.6186%,19.9887%,2.5767%,TSLA
93436,24JUL2018,252,-1.9030%,1.4673,-0.0012,2.3377%,2.6081%,19.6625%,-2.2337%,TSLA
93436,23JUL2018,252,-3.3102%,1.4668,-0.0009,2.3506%,2.6195%,19.4759%,-3.5385%,TSLA
93436,20JUL2018,252,-2.0766%,1.4689,-0.0008,2.3406%,2.6113%,19.6589%,-1.9380%,TSLA
93436,18JUL2018,252,0.3595%,1.4591,-0.0007,2.3418%,2.6091%,19.4408%,-0.0424%,TSLA
93436,17JUL2018,252,4.0600%,1.4586,-0.0006,2.3481%,2.6145%,19.3429%,3.3557%,TSLA
93436,16JUL2018,252,-2.7503%,1.4505,-0.0008,2.3431%,2.6070%,19.2170%,-2.5265%,TSLA
93436,12JUL2018,252,-0.7054%,1.4474,-0.0008,2.3417%,2.6048%,19.1781%,-1.9655%,TSLA
93436,11JUL2018,252,-1.0885%,1.4559,-0.0008,2.3388%,2.6048%,19.3790%,-0.0930%,TSLA
93436,10JUL2018,252,1.2433%,1.4542,-0.0006,2.3498%,2.6132%,19.1409%,0.9301%,TSLA
93436,06JUL2018,252,-0.0841%,1.4450,-0.0007,2.3470%,2.6069%,18.9447%,-1.3935%,TSLA
93436,05JUL2018,252,-0.5469%,1.4788,-0.0008,2.3600%,2.6308%,19.5286%,-1.8469%,TSLA
93436,03JUL2018,252,-7.2254%,1.4851,-0.0010,2.4024%,2.6699%,19.0394%,-6.5906%,TSLA
93436,02JUL2018,252,-2.2977%,1.4609,-0.0009,2.3735%,2.6354%,18.8852%,-2.8336%,TSLA
93436,29JUN2018,252,-1.9947%,1.4664,-0.0008,2.3672%,2.6314%,19.0737%,-2.1040%,TSLA
93436,28JUN2018,252,1.5762%,1.4753,-0.0007,2.3657%,2.6344%,19.3614%,0.7124%,TSLA
93436,27JUN2018,252,0.7310%,1.4790,-0.0007,2.3660%,2.6370%,19.4999%,2.2658%,TSLA
93436,25JUN2018,252,-0.1858%,1.5075,-0.0011,2.3645%,2.6450%,20.0871%,2.0712%,TSLA
93436,22JUN2018,252,-3.9941%,1.5291,-0.0012,2.3605%,2.6450%,20.3566%,-4.1684%,TSLA
93436,21JUN2018,252,-4.0611%,1.5299,-0.0010,2.3491%,2.6351%,20.5312%,-2.9620%,TSLA
93436,19JUN2018,252,-4.9295%,1.5016,-0.0008,2.3412%,2.6181%,20.0342%,-4.3729%,TSLA
93436,18JUN2018,252,3.5346%,1.4806,-0.0007,2.3278%,2.5996%,19.8147%,3.6623%,TSLA
93436,15JUN2018,252,0.1258%,1.4850,-0.0009,2.3165%,2.5910%,20.0624%,0.2388%,TSLA
93436,13JUN2018,252,0.5864%,1.4803,-0.0010,2.3091%,2.5829%,20.0775%,1.0741%,TSLA
93436,12JUN2018,252,3.2129%,1.4959,-0.0009,2.3216%,2.5997%,20.2493%,2.8637%,TSLA
93436,11JUN2018,252,4.5457%,1.4919,-0.0010,2.3146%,2.5920%,20.2618%,4.3604%,TSLA
93436,08JUN2018,252,0.4967%,1.4941,-0.0013,2.3058%,2.5850%,20.4356%,0.0270%,TSLA
93436,07JUN2018,252,-1.0673%,1.4959,-0.0012,2.3122%,2.5913%,20.3799%,-0.8639%,TSLA
93436,06JUN2018,252,9.7448%,1.4959,-0.0011,2.3145%,2.5933%,20.3435%,8.4948%,TSLA
93436,05JUN2018,252,-1.8905%,1.4465,-0.0013,2.2541%,2.5211%,20.0587%,-2.1276%,TSLA
93436,04JUN2018,252,1.6860%,1.4439,-0.0011,2.2563%,2.5223%,19.9750%,0.9888%,TSLA
93436,01JUN2018,252,2.4901%,1.4399,-0.0012,2.2555%,2.5200%,19.8867%,0.9742%,TSLA
93436,31MAY2018,252,-2.3961%,1.4244,-0.0013,2.2563%,2.5149%,19.5128%,-1.4102%,TSLA
93436,30MAY2018,252,2.8052%,1.4170,-0.0011,2.2580%,2.5131%,19.2668%,0.9618%,TSLA
93436,29MAY2018,252,1.7608%,1.4026,-0.0010,2.2674%,2.5143%,18.6716%,3.2243%,TSLA
93436,25MAY2018,252,0.3599%,1.4267,-0.0011,2.2639%,2.5173%,19.1210%,0.6546%,TSLA
93436,24MAY2018,252,-0.4372%,1.4320,-0.0011,2.2657%,2.5208%,19.2166%,-0.2137%,TSLA
93436,23MAY2018,252,1.4763%,1.4340,-0.0010,2.2687%,2.5242%,19.2176%,1.0555%,TSLA
93436,14JUN2018,252,3.7531%,1.4874,-0.0009,2.3171%,2.5925%,20.1178%,3.3474%,TSLA
93436,22MAY2018,252,-3.3323%,1.4305,-0.0011,2.2720%,2.5259%,19.0934%,-2.7422%,TSLA
93436,21MAY2018,252,2.7707%,1.4191,-0.0010,2.2665%,2.5172%,18.9230%,1.7537%,TSLA
93436,18MAY2018,252,-2.7132%,1.4042,-0.0012,2.2657%,2.5114%,18.6100%,-2.3963%,TSLA
93436,17MAY2018,252,-0.6772%,1.4037,-0.0010,2.2640%,2.5097%,18.6234%,-0.7114%,TSLA
93436,20JUN2018,252,2.7429%,1.5138,-0.0008,2.3436%,2.6235%,20.2004%,2.3915%,TSLA
93436,16MAY2018,252,0.8094%,1.4112,-0.0010,2.2640%,2.5187%,19.2058%,0.0982%,TSLA
93436,15MAY2018,252,-2.6681%,1.4103,-0.0010,2.2641%,2.5183%,19.1657%,-1.9081%,TSLA
93436,14MAY2018,252,-3.0193%,1.3928,-0.0010,2.2714%,2.5186%,18.6677%,-3.0949%,TSLA
93436,11MAY2018,252,-1.2983%,1.3911,-0.0009,2.2642%,2.5116%,18.7345%,-1.5689%,TSLA
93436,26JUN2018,252,2.6996%,1.5106,-0.0009,2.3674%,2.6488%,20.1196%,2.2866%,TSLA
93436,10MAY2018,252,-0.5964%,1.3928,-0.0008,2.2623%,2.5106%,18.8054%,-1.7804%,TSLA
93436,09MAY2018,252,1.6161%,1.4024,-0.0007,2.2606%,2.5115%,18.9804%,0.3669%,TSLA
93436,08MAY2018,252,-0.2642%,1.3968,-0.0006,2.2800%,2.5260%,18.5299%,-0.3680%,TSLA
93436,07MAY2018,252,2.9515%,1.3970,-0.0006,2.2799%,2.5260%,18.5354%,2.3570%,TSLA
93436,09JUL2018,252,3.1110%,1.4532,-0.0006,2.3496%,2.6126%,19.1196%,1.7592%,TSLA
93436,04MAY2018,252,3.3890%,1.4012,-0.0005,2.2873%,2.5341%,18.5334%,1.5775%,TSLA
93436,03MAY2018,252,-5.5454%,1.3888,-0.0008,2.3064%,2.5449%,17.8677%,-5.2059%,TSLA
93436,02MAY2018,252,0.4101%,1.3820,-0.0006,2.2875%,2.5255%,17.9619%,1.2787%,TSLA
93436,01MAY2018,252,2.0483%,1.3883,-0.0007,2.2871%,2.5266%,18.0543%,1.7090%,TSLA
93436,30APR2018,252,-0.0595%,1.3887,-0.0007,2.2901%,2.5294%,18.0248%,1.0453%,TSLA
93436,27APR2018,252,3.0107%,1.3898,-0.0007,2.2934%,2.5318%,17.9452%,2.9898%,TSLA
93436,26APR2018,252,1.7065%,1.3907,-0.0008,2.2855%,2.5249%,18.0672%,0.3670%,TSLA
93436,25APR2018,252,-0.9772%,1.3881,-0.0009,2.2864%,2.5236%,17.9175%,-1.1235%,TSLA
93436,24APR2018,252,0.0318%,1.3926,-0.0008,2.2864%,2.5257%,18.0507%,1.8505%,TSLA
93436,23APR2018,252,-2.3670%,1.4044,-0.0009,2.2837%,2.5262%,18.2778%,-2.3040%,TSLA
93436,20APR2018,252,-3.2791%,1.3993,-0.0008,2.2813%,2.5225%,18.2101%,-2.1713%,TSLA
93436,19APR2018,252,2.2942%,1.3763,-0.0007,2.2812%,2.5147%,17.7060%,2.9662%,TSLA
93436,13JUL2018,252,0.6820%,1.4488,-0.0007,2.3386%,2.6024%,19.2494%,0.5582%,TSLA
93436,19JUL2018,252,-1.1178%,1.4663,-0.0007,2.3396%,2.6094%,19.6135%,-0.6297%,TSLA
93436,18APR2018,252,1.9674%,1.3858,-0.0008,2.2764%,2.5130%,17.9409%,1.7803%,TSLA
93436,17APR2018,252,-1.2087%,1.3850,-0.0009,2.2734%,2.5101%,17.9723%,-2.7332%,TSLA
93436,31JUL2018,252,2.7467%,1.5006,-0.0010,2.3343%,2.6202%,20.6339%,1.9746%,TSLA
93436,16APR2018,252,-3.0399%,1.3922,-0.0008,2.2708%,2.5095%,18.1226%,-4.1898%,TSLA
93436,13APR2018,252,2.1287%,1.3938,-0.0005,2.2668%,2.5066%,18.2195%,2.6446%,TSLA
93436,06AUG2018,252,-1.7750%,1.5630,-0.0009,2.4824%,2.7755%,20.0088%,-2.5051%,TSLA
93436,12APR2018,252,-2.2763%,1.4132,-0.0008,2.2687%,2.5149%,18.6211%,-3.4862%,TSLA
93436,11APR2018,252,-1.2373%,1.4320,-0.0007,2.2595%,2.5119%,19.0878%,-0.5433%,TSLA
93436,10APR2018,252,5.1923%,1.4307,-0.0006,2.2683%,2.5189%,18.9081%,2.7124%,TSLA
93436,09APR2018,252,-3.2208%,1.3971,-0.0006,2.2635%,2.4990%,17.9554%,-3.6493%,TSLA
93436,10AUG2018,252,0.8625%,1.5835,-0.0008,2.5860%,2.8721%,18.9293%,1.8092%,TSLA
93436,06APR2018,252,-2.1000%,1.4048,-0.0004,2.2528%,2.4918%,18.2623%,1.0227%,TSLA
93436,05APR2018,252,6.5449%,1.4291,-0.0006,2.2561%,2.4948%,18.2239%,5.4868%,TSLA
93436,04APR2018,252,7.2553%,1.4014,-0.0007,2.2315%,2.4630%,17.9193%,5.6842%,TSLA
93436,03APR2018,252,5.9609%,1.3368,-0.0006,2.2553%,2.4632%,16.1686%,4.3443%,TSLA
93436,02APR2018,252,-5.1291%,1.2980,-0.0007,2.2384%,2.4344%,15.4522%,-2.2504%,TSLA
93436,29MAR2018,252,3.2392%,1.2601,-0.0006,2.2344%,2.4127%,14.2399%,1.4792%,TSLA
93436,28MAR2018,252,-7.6653%,1.2439,-0.0007,2.2323%,2.4041%,13.7822%,-7.2405%,TSLA
93436,27MAR2018,252,-8.2188%,1.2310,-0.0003,2.1887%,2.3606%,14.0294%,-6.0967%,TSLA
93436,22AUG2018,252,-0.0808%,1.5510,-0.0010,2.6713%,2.9344%,17.1323%,-0.1651%,TSLA
93436,26MAR2018,252,0.8755%,1.1380,0.0001,2.1627%,2.3079%,12.1842%,-2.2893%,TSLA
93436,23MAR2018,252,-2.4458%,1.1831,0.0003,2.1683%,2.3162%,12.3659%,0.0207%,TSLA
93436,28AUG2018,252,-2.3209%,1.5549,-0.0013,2.6644%,2.9304%,17.3325%,-2.3124%,TSLA
93436,22MAR2018,252,-2.3473%,1.1830,0.0003,2.1683%,2.3107%,11.9437%,0.6931%,TSLA
93436,21MAR2018,252,1.9256%,1.1994,0.0003,2.1700%,2.3077%,11.5789%,1.9939%,TSLA
93436,04SEP2018,252,-4.2133%,1.5476,-0.0016,2.6813%,2.9434%,17.0161%,-4.0517%,TSLA
93436,20MAR2018,252,-0.9599%,1.2374,0.0001,2.1722%,2.3215%,12.4479%,-1.1515%,TSLA
93436,19MAR2018,252,-2.4242%,1.2370,0.0002,2.1712%,2.3205%,12.4607%,-0.7365%,TSLA
93436,16MAR2018,252,-1.3053%,1.2273,0.0002,2.1707%,2.3151%,12.0909%,-1.6181%,TSLA
93436,15MAR2018,252,-0.3153%,1.2271,0.0004,2.1740%,2.3182%,12.0533%,-0.1031%,TSLA
93436,14MAR2018,252,-4.4494%,1.2124,0.0003,2.1775%,2.3189%,11.8216%,-3.8352%,TSLA
93436,13MAR2018,252,-1.0622%,1.1703,0.0007,2.1883%,2.3195%,10.9906%,-0.2855%,TSLA
93436,12MAR2018,252,5.6056%,1.1683,0.0007,2.1888%,2.3188%,10.9030%,5.7054%,TSLA
93436,09MAR2018,252,-0.5864%,1.1746,0.0005,2.1604%,2.2935%,11.2709%,-2.6592%,TSLA
93436,08MAR2018,252,-0.9630%,1.2157,0.0005,2.1546%,2.2938%,11.7742%,-1.4208%,TSLA
93436,07MAR2018,252,1.2492%,1.2212,0.0005,2.1528%,2.2934%,11.8827%,1.1820%,TSLA
93436,06MAR2018,252,-1.5449%,1.2240,0.0005,2.1520%,2.2935%,11.9574%,-1.9932%,TSLA
93436,05MAR2018,252,-0.5282%,1.2286,0.0006,2.1482%,2.2911%,12.0849%,-1.8558%,TSLA
93436,14SEP2018,252,1.9830%,1.5390,-0.0017,2.7493%,3.0008%,16.0570%,1.7909%,TSLA
93436,20SEP2018,252,-0.2308%,1.5141,-0.0016,2.7750%,3.0186%,15.4875%,-1.4088%,TSLA
93436,02MAR2018,252,1.2661%,1.2468,0.0006,2.1449%,2.2908%,12.3314%,0.3938%,TSLA
93436,01MAR2018,252,-3.5358%,1.2377,0.0007,2.1457%,2.2897%,12.1813%,-2.1410%,TSLA
93436,26SEP2018,252,2.8539%,1.4956,-0.0011,2.7696%,3.0083%,15.2351%,3.4485%,TSLA
93436,28FEB2018,252,-2.2593%,1.1872,0.0007,2.1444%,2.2779%,11.3729%,-0.9822%,TSLA
93436,27FEB2018,252,-1.7990%,1.1664,0.0008,2.1469%,2.2744%,10.8954%,-0.3621%,TSLA
93436,26FEB2018,252,1.5254%,1.1543,0.0007,2.1657%,2.2876%,10.3736%,0.2282%,TSLA
93436,23FEB2018,252,1.6986%,1.1528,0.0007,2.1657%,2.2860%,10.2499%,-0.1033%,TSLA
93436,22FEB2018,252,3.8614%,1.1662,0.0004,2.2023%,2.3209%,9.9601%,3.8437%,TSLA
93436,21FEB2018,252,-0.4391%,1.1709,0.0002,2.1905%,2.3107%,10.1335%,0.0612%,TSLA
93436,08OCT2018,252,-4.3482%,1.5766,-0.0018,3.1370%,3.3735%,13.5307%,-4.0892%,TSLA
93436,20FEB2018,252,-0.2146%,1.1774,0.0003,2.1918%,2.3133%,10.2279%,0.5122%,TSLA
93436,16FEB2018,252,0.4266%,1.1820,0.0003,2.1924%,2.3142%,10.2526%,0.3848%,TSLA
93436,15FEB2018,252,3.6471%,1.1907,0.0001,2.2046%,2.3276%,10.2902%,2.2378%,TSLA
93436,14FEB2018,252,-0.4171%,1.1598,0.0000,2.2013%,2.3170%,9.7439%,-2.2342%,TSLA
93436,12OCT2018,252,2.5968%,1.4880,-0.0013,3.1465%,3.3797%,13.3276%,0.5438%,TSLA
93436,13FEB2018,252,2.5116%,1.1915,0.0001,2.1970%,2.3168%,10.0791%,2.1329%,TSLA
93436,12FEB2018,252,1.7106%,1.2022,0.0001,2.2048%,2.3265%,10.1889%,0.0728%,TSLA
93436,09FEB2018,252,-1.5259%,1.1999,0.0001,2.2050%,2.3242%,10.0000%,-3.2421%,TSLA
93436,08FEB2018,252,-8.6290%,1.2575,0.0003,2.1985%,2.3279%,10.8038%,-4.7136%,TSLA
93436,18OCT2018,252,-2.8957%,1.5315,-0.0013,3.1520%,3.4086%,14.4904%,-0.5501%,TSLA
93436,07FEB2018,252,3.3027%,1.0656,0.0006,2.1836%,2.2638%,6.9654%,3.6986%,TSLA
93436,06FEB2018,252,0.2522%,1.0861,0.0005,2.1715%,2.2551%,7.2759%,-1.6039%,TSLA
93436,05FEB2018,252,-3.0895%,1.1078,0.0006,2.1762%,2.2603%,7.2995%,1.6777%,TSLA
93436,02FEB2018,252,-1.5748%,1.1844,0.0005,2.1753%,2.2511%,6.6158%,1.0151%,TSLA
93436,01FEB2018,252,-1.4281%,1.2187,0.0004,2.1753%,2.2489%,6.4436%,-1.4707%,TSLA
93436,31JAN2018,252,2.4550%,1.2181,0.0004,2.1744%,2.2480%,6.4422%,2.5358%,TSLA
93436,30JAN2018,252,-1.0614%,1.2247,0.0004,2.1689%,2.2435%,6.5362%,0.2380%,TSLA
93436,29JAN2018,252,1.9484%,1.2306,0.0003,2.1689%,2.2432%,6.5133%,2.7276%,TSLA
93436,30OCT2018,252,-1.4783%,1.3943,0.0004,3.3277%,3.5530%,12.2781%,-3.8525%,TSLA
93436,05NOV2018,252,-1.4463%,1.3870,0.0006,3.2880%,3.5171%,12.6064%,-2.0116%,TSLA
93436,26JAN2018,252,1.5431%,1.2650,0.0002,2.1623%,2.2403%,6.8409%,0.1337%,TSLA
93436,25JAN2018,252,-2.3852%,1.2652,0.0002,2.1627%,2.2393%,6.7232%,-2.4775%,TSLA
93436,24JAN2018,252,-1.9558%,1.2482,0.0003,2.1581%,2.2336%,6.6460%,-1.7974%,TSLA
93436,23JAN2018,252,0.3499%,1.2571,0.0004,2.1564%,2.2337%,6.8019%,0.0715%,TSLA
93436,22JAN2018,252,0.4400%,1.2424,0.0005,2.1602%,2.2358%,6.6485%,-0.5270%,TSLA
93436,19JAN2018,252,1.5817%,1.2493,0.0005,2.1599%,2.2358%,6.6728%,0.8822%,TSLA
93436,18JAN2018,252,-0.7461%,1.2184,0.0006,2.1659%,2.2379%,6.3339%,-0.5319%,TSLA
93436,17JAN2018,252,2.0879%,1.2177,0.0006,2.1662%,2.2381%,6.3196%,0.9355%,TSLA
93436,09NOV2018,252,-0.2533%,1.3698,0.0006,3.2884%,3.5180%,12.6275%,1.1692%,TSLA
93436,16JAN2018,252,1.1421%,1.2078,0.0006,2.1657%,2.2359%,6.1827%,1.7437%,TSLA
93436,12JAN2018,252,-0.5119%,1.2380,0.0006,2.1721%,2.2452%,6.4063%,-1.3428%,TSLA
93436,11JAN2018,252,0.9409%,1.2514,0.0007,2.1704%,2.2448%,6.5261%,-0.1538%,TSLA
93436,10JAN2018,252,0.3326%,1.2525,0.0007,2.1706%,2.2444%,6.4698%,0.4153%,TSLA
93436,21NOV2018,252,-2.6763%,1.3520,0.0006,3.2925%,3.5284%,12.9263%,-3.3808%,TSLA
93436,09JAN2018,252,-0.8085%,1.2522,0.0006,2.1712%,2.2449%,6.4621%,-0.9998%,TSLA
93436,08JAN2018,252,6.2638%,1.2416,0.0007,2.1719%,2.2446%,6.3786%,6.0248%,TSLA
93436,05JAN2018,252,0.6230%,1.2316,0.0005,2.1393%,2.2120%,6.4670%,-0.1964%,TSLA
93436,04JAN2018,252,-0.8290%,1.2338,0.0005,2.1393%,2.2119%,6.4599%,-1.3763%,TSLA
93436,28NOV2018,252,1.1485%,1.3685,0.0006,3.3075%,3.5560%,13.4842%,-2.2148%,TSLA
93436,04DEC2018,252,0.3375%,1.3088,0.0010,3.3183%,3.5582%,13.0285%,5.0911%,TSLA
93436,03JAN2018,252,-1.0233%,1.2913,0.0007,2.1491%,2.2287%,7.0205%,-1.8041%,TSLA
93436,02JAN2018,252,2.9484%,1.3148,0.0007,2.1460%,2.2291%,7.3188%,1.8492%,TSLA
93436,29DEC2017,252,-1.2716%,1.2874,0.0007,2.1431%,2.2226%,7.0262%,-0.5431%,TSLA
93436,28DEC2017,252,1.1937%,1.2851,0.0006,2.1478%,2.2262%,6.9243%,0.9120%,TSLA
93436,27DEC2017,252,-1.7807%,1.2623,0.0007,2.1483%,2.2253%,6.7989%,-1.8482%,TSLA
93436,26DEC2017,252,-2.4324%,1.2706,0.0008,2.1506%,2.2285%,6.8728%,-2.3476%,TSLA
93436,22DEC2017,252,-1.9478%,1.2682,0.0010,2.1488%,2.2265%,6.8586%,-1.8637%,TSLA
93436,21DEC2017,252,0.8146%,1.2583,0.0011,2.1456%,2.2224%,6.7927%,0.5085%,TSLA
93436,17DEC2018,252,-4.7278%,1.3072,0.0008,3.3071%,3.5600%,13.6993%,-1.9910%,TSLA
93436,20DEC2017,252,-0.6403%,1.2590,0.0011,2.1455%,2.2225%,6.8088%,-0.6570%,TSLA
93436,19DEC2017,252,-2.2929%,1.2740,0.0012,2.1500%,2.2288%,6.9493%,-1.9193%,TSLA
93436,18DEC2017,252,-1.3335%,1.2588,0.0013,2.1462%,2.2231%,6.8040%,-2.1886%,TSLA
93436,15DEC2017,252,1.6455%,1.2703,0.0015,2.1476%,2.2255%,6.8789%,0.4865%,TSLA
93436,21DEC2018,252,1.3920%,1.2917,0.0010,3.3248%,3.5782%,13.6621%,4.2582%,TSLA
93436,14DEC2017,252,-0.3362%,1.2554,0.0014,2.1490%,2.2243%,6.6544%,0.2412%,TSLA
93436,13DEC2017,252,-0.5865%,1.2370,0.0015,2.1502%,2.2240%,6.5244%,-0.6156%,TSLA
93436,12DEC2017,252,3.6849%,1.2569,0.0016,2.1536%,2.2300%,6.7343%,3.5931%,TSLA
93436,11DEC2017,252,4.3728%,1.2546,0.0015,2.1428%,2.2194%,6.7908%,4.0476%,TSLA
93436,28DEC2018,252,5.6116%,1.3821,0.0012,3.3638%,3.6834%,16.6020%,5.6431%,TSLA
93436,08DEC2017,252,1.2498%,1.2352,0.0013,2.1291%,2.2041%,6.6893%,0.6208%,TSLA
93436,07DEC2017,252,-0.6448%,1.2257,0.0012,2.1298%,2.2035%,6.5766%,-1.1876%,TSLA
93436,06DEC2017,252,3.1478%,1.2828,0.0013,2.1328%,2.2152%,7.3003%,3.2593%,TSLA
93436,05DEC2017,252,-0.4915%,1.2831,0.0012,2.1251%,2.2080%,7.3694%,0.0657%,TSLA
93436,04DEC2017,252,-0.4339%,1.3051,0.0012,2.1283%,2.2142%,7.6087%,-0.3075%,TSLA
93436,01DEC2017,252,-0.7512%,1.3042,0.0012,2.1282%,2.2139%,7.5960%,-0.4626%,TSLA
93436,30NOV2017,252,0.4260%,1.3301,0.0011,2.1401%,2.2289%,7.8092%,-0.6767%,TSLA
93436,29NOV2017,252,-3.1523%,1.3398,0.0011,2.1395%,2.2289%,7.8606%,-3.1829%,TSLA
93436,10JAN2019,252,1.9023%,1.3856,0.0010,3.3813%,3.7214%,17.4440%,1.3114%,TSLA
93436,16JAN2019,252,0.4703%,1.4029,0.0009,3.3846%,3.7327%,17.7806%,0.0683%,TSLA
93436,28NOV2017,252,0.2336%,1.3342,0.0011,2.1415%,2.2301%,7.7866%,-1.2032%,TSLA
