PERMNO,DATE,n,RET,b_mkt,alpha,ivol,tvol,R2,exret,TICKER
10107,15AUG2017,252,0.0272%,1.0238,0.0005,0.7316%,0.9218%,37.0162%,0.1358%,MSFT
10107,22DEC2017,252,0.0117%,1.1552,0.0004,0.7701%,0.9355%,32.2315%,0.0884%,MSFT
10107,14DEC2017,252,-0.7733%,1.1383,0.0005,0.7706%,0.9298%,31.3092%,-0.2469%,MSFT
10107,30DEC2014,252,-0.9062%,0.8889,0.0006,0.9923%,1.1950%,31.0453%,-0.4805%,MSFT
10107,27JUL2017,252,-1.2019%,1.0119,0.0005,0.7267%,0.9101%,36.2417%,-1.0643%,MSFT
10107,05JAN2018,252,1.2398%,1.1741,0.0005,0.7637%,0.9332%,33.0253%,0.4636%,MSFT
10107,27DEC2017,252,0.3630%,1.1580,0.0004,0.7687%,0.9350%,32.4108%,0.3011%,MSFT
10107,06JAN2015,252,-1.4571%,0.8830,0.0008,0.9869%,1.1940%,31.6777%,-0.5383%,MSFT
10107,10JUL2017,252,0.7486%,1.0315,0.0006,0.7861%,0.9657%,33.7253%,0.6930%,MSFT
10107,15JAN2016,252,-3.9917%,1.2433,0.0009,1.3171%,1.8098%,47.0371%,-1.3592%,MSFT
10107,17DEC2020,252,0.0638%,1.1185,0.0006,1.3139%,2.7660%,77.4365%,-0.8202%,MSFT
10107,22JAN2016,252,3.5856%,1.2432,0.0010,1.3204%,1.8136%,46.9881%,1.0079%,MSFT
10107,23NOV2020,252,-0.1331%,1.1209,0.0006,1.2952%,2.7590%,77.9644%,-1.0640%,MSFT
10107,28JAN2016,252,1.6302%,1.1888,0.0014,1.2209%,1.7089%,48.9615%,1.0436%,MSFT
10107,17SEP2015,252,-0.1129%,1.2273,-0.0001,1.2313%,1.6895%,46.8837%,0.0957%,MSFT
10107,03FEB2016,252,-1.5849%,1.2071,0.0014,1.2297%,1.7354%,49.7857%,-2.1400%,MSFT
10107,06OCT2020,252,-2.1247%,1.1152,0.0010,1.2429%,2.6865%,78.5941%,-0.6983%,MSFT
10107,09FEB2016,252,-0.2631%,1.2160,0.0013,1.2318%,1.7513%,50.5300%,-0.1547%,MSFT
10107,13JUL2016,252,0.5638%,1.2005,0.0007,1.1527%,1.7481%,56.5172%,0.6228%,MSFT
10107,16FEB2016,252,1.8812%,1.2014,0.0013,1.2327%,1.7515%,50.4706%,-0.2669%,MSFT
10107,01SEP2015,252,-3.9063%,1.2033,0.0000,1.2376%,1.6542%,44.0190%,-0.4224%,MSFT
10107,22FEB2016,252,1.6017%,1.2025,0.0013,1.2340%,1.7616%,50.9298%,-0.1206%,MSFT
10107,29JUN2016,252,2.2249%,1.1916,0.0007,1.1610%,1.7468%,55.8215%,0.0811%,MSFT
10107,26FEB2016,252,-1.5355%,1.2088,0.0012,1.2404%,1.7755%,51.1904%,-1.5244%,MSFT
10107,02JUL2020,252,0.7621%,1.0858,0.0014,1.0733%,2.5396%,82.1402%,0.2193%,MSFT
10107,03MAR2016,252,-1.1331%,1.2087,0.0012,1.2437%,1.7872%,51.5692%,-1.7525%,MSFT
10107,31MAR2017,252,0.2283%,1.0633,0.0001,0.9153%,1.1579%,37.5097%,0.3975%,MSFT
10107,09MAR2016,252,2.3040%,1.1939,0.0012,1.2684%,1.7895%,49.7613%,1.7072%,MSFT
10107,08JUN2020,252,0.6197%,1.0989,0.0009,1.0347%,2.4939%,82.7867%,-0.9114%,MSFT
10107,15MAR2016,252,0.7899%,1.2180,0.0014,1.2435%,1.7894%,51.7057%,1.2260%,MSFT
10107,18MAR2015,252,1.9307%,1.0584,-0.0001,1.0500%,1.3273%,37.4120%,0.7762%,MSFT
10107,21MAR2016,252,0.6917%,1.2097,0.0012,1.2573%,1.7916%,50.7467%,0.5697%,MSFT
10107,14OCT2014,252,0.1833%,0.8784,0.0008,1.0665%,1.2349%,25.4134%,-0.0632%,MSFT
10107,28MAR2016,252,-1.2359%,1.1990,0.0013,1.2567%,1.7798%,50.1465%,-1.2849%,MSFT
10107,07APR2020,252,-1.0770%,1.1485,0.0018,0.9395%,2.4542%,85.3447%,-0.9507%,MSFT
10107,01APR2016,252,0.6156%,1.2105,0.0014,1.2512%,1.7835%,50.7840%,-0.1591%,MSFT
10107,03FEB2017,252,0.8073%,1.0895,-0.0000,0.9910%,1.2825%,40.2914%,-0.0878%,MSFT
10107,07APR2016,252,-1.1974%,1.2080,0.0014,1.2388%,1.7781%,51.4631%,0.2878%,MSFT
10107,04SEP2018,252,-0.5519%,1.4194,0.0007,0.8545%,1.4037%,62.9383%,-0.4041%,MSFT
10107,13APR2016,252,1.2809%,1.2051,0.0014,1.2391%,1.7797%,51.5190%,-0.2030%,MSFT
10107,07JAN2020,252,-0.9118%,1.2137,0.0006,0.7427%,1.2014%,61.7872%,-0.6886%,MSFT
10107,19APR2016,252,-0.1240%,1.1984,0.0013,1.2344%,1.7676%,51.2307%,-0.4735%,MSFT
10107,15AUG2018,252,-1.3509%,1.4246,0.0007,0.8451%,1.4084%,63.9888%,-0.0623%,MSFT
10107,25APR2016,252,0.6373%,1.1853,0.0006,1.1602%,1.7064%,53.7760%,0.9234%,MSFT
10107,14SEP2018,252,0.4074%,1.4387,0.0007,0.8638%,1.4176%,62.8735%,0.2267%,MSFT
10107,03MAR2015,252,-1.3674%,1.0985,0.0001,1.0392%,1.3319%,39.1269%,-0.8949%,MSFT
10107,07SEP2018,252,-0.4874%,1.4306,0.0006,0.8630%,1.4149%,62.8035%,-0.2382%,MSFT
10107,05MAY2016,252,0.1404%,1.1910,0.0005,1.1477%,1.7009%,54.4687%,0.2349%,MSFT
10107,18DEC2019,252,-0.2069%,1.2399,0.0005,0.7582%,1.3698%,69.3676%,-0.1519%,MSFT
10107,09MAR2015,252,1.1567%,1.1054,0.0002,1.0381%,1.3334%,39.3857%,0.7484%,MSFT
10107,01OCT2018,252,1.0842%,1.4366,0.0009,0.8648%,1.4203%,62.9243%,0.8463%,MSFT
10107,17MAY2016,252,-1.8522%,1.1866,0.0006,1.1459%,1.6996%,54.5395%,-0.7302%,MSFT
10107,09FEB2015,252,-0.1179%,1.0841,0.0002,1.0426%,1.3291%,38.4633%,0.3798%,MSFT
10107,13MAR2015,252,0.8776%,1.0772,0.0000,1.0648%,1.3458%,37.3995%,1.4937%,MSFT
10107,19OCT2018,252,0.1475%,1.4398,0.0009,0.8877%,1.5089%,65.3866%,0.4996%,MSFT
10107,27MAY2016,252,0.8287%,1.1915,0.0006,1.1473%,1.7063%,54.7874%,0.2434%,MSFT
10107,19JUN2015,252,-1.3271%,1.1294,0.0002,1.2289%,1.4967%,32.5867%,-0.8428%,MSFT
10107,29MAY2018,252,-0.3558%,1.4232,0.0007,0.8488%,1.3914%,62.7808%,1.1119%,MSFT
10107,18MAY2018,252,0.1871%,1.4277,0.0006,0.8485%,1.3904%,62.7615%,0.5096%,MSFT
10107,15NOV2018,252,2.2006%,1.4375,0.0007,0.8977%,1.6051%,68.7192%,0.4988%,MSFT
10107,04MAY2018,252,1.1587%,1.4284,0.0006,0.8555%,1.4030%,62.8239%,-0.7126%,MSFT
10107,09MAY2018,252,1.1794%,1.4297,0.0006,0.8563%,1.4062%,62.9224%,-0.0997%,MSFT
10107,01MAY2018,252,1.5826%,1.4335,0.0006,0.8517%,1.3980%,62.8793%,1.2326%,MSFT
10107,27JAN2014,252,-2.1057%,0.8335,0.0006,1.4768%,1.5961%,14.3845%,-1.5690%,MSFT
10107,13MAY2014,252,1.8264%,0.8935,0.0004,1.4450%,1.5902%,17.4252%,1.8711%,MSFT
10107,20APR2018,252,-1.1549%,1.4099,0.0007,0.8450%,1.3749%,62.2255%,-0.0226%,MSFT
10107,12APR2018,252,1.8724%,1.3981,0.0007,0.8471%,1.3676%,61.6309%,0.6937%,MSFT
10107,27JAN2015,252,-9.2533%,1.0076,0.0003,1.0558%,1.3104%,35.0771%,-8.1092%,MSFT
10107,28MAR2018,252,-0.0894%,1.4052,0.0007,0.8391%,1.3117%,59.0791%,0.3953%,MSFT
10107,03APR2018,252,1.3443%,1.4005,0.0006,0.8392%,1.3345%,60.4579%,-0.4036%,MSFT
10107,23MAR2018,252,-2.9068%,1.2862,0.0006,0.7918%,1.1879%,55.5646%,-0.2355%,MSFT
10107,29JAN2019,252,-2.0365%,1.4162,0.0009,0.8912%,1.8280%,76.2328%,-1.7775%,MSFT
10107,18OCT2016,252,0.7690%,1.1859,0.0006,1.1156%,1.5636%,49.0993%,0.0564%,MSFT
10107,20JUL2016,252,5.3117%,1.2085,0.0007,1.1880%,1.7776%,55.3353%,4.7351%,MSFT
10107,19FEB2019,252,-0.0462%,1.4251,0.0006,0.8983%,1.7545%,73.7865%,-0.3272%,MSFT
10107,15APR2015,252,1.4526%,1.0564,-0.0002,1.0476%,1.3088%,35.9352%,0.8543%,MSFT
10107,25AUG2014,252,0.0443%,0.8331,0.0006,1.1291%,1.2671%,20.5844%,-0.3818%,MSFT
10107,01AUG2016,252,-0.1764%,1.2163,0.0008,1.1540%,1.7553%,56.7795%,0.0172%,MSFT
10107,26AUG2014,252,-0.3653%,0.8278,0.0006,1.1255%,1.2620%,20.4628%,-0.5236%,MSFT
10107,21APR2015,252,-0.6293%,1.0662,-0.0001,1.0516%,1.3180%,36.3484%,-0.5229%,MSFT
10107,08MAY2014,252,0.5453%,0.8959,0.0004,1.4425%,1.5877%,17.4545%,0.7778%,MSFT
10107,11AUG2016,252,0.4826%,1.2121,0.0008,1.1458%,1.7432%,56.7944%,-0.1732%,MSFT
10107,30JAN2014,252,0.5456%,0.8119,0.0006,1.4819%,1.5971%,13.9089%,-0.4516%,MSFT
10107,05APR2019,252,0.4440%,1.3772,0.0007,0.8578%,1.6151%,71.7892%,-0.2809%,MSFT
10107,06OCT2016,252,0.1735%,1.1783,0.0006,1.1195%,1.5638%,48.7482%,0.2429%,MSFT
10107,17APR2019,252,0.8280%,1.3749,0.0007,0.8594%,1.5913%,70.8304%,1.2592%,MSFT
10107,30APR2015,252,-0.8561%,1.0891,0.0004,1.2276%,1.4720%,30.4495%,0.3541%,MSFT
10107,30APR2019,252,0.6396%,1.3660,0.0008,0.8795%,1.5893%,69.3811%,0.6842%,MSFT
10107,16SEP2016,252,0.1049%,1.1503,0.0008,1.1257%,1.5777%,49.0937%,0.5183%,MSFT
10107,10MAY2019,252,1.2988%,1.3689,0.0008,0.8741%,1.5926%,69.8750%,0.8112%,MSFT
10107,06MAY2015,252,-2.7731%,1.0870,0.0003,1.2380%,1.4822%,30.2333%,-2.4384%,MSFT
10107,22MAY2019,252,0.6068%,1.3645,0.0010,0.8779%,1.6128%,70.3700%,1.1445%,MSFT
10107,08SEP2016,252,-0.3989%,1.1661,0.0007,1.1247%,1.5720%,48.8073%,-0.1896%,MSFT
10107,04JUN2019,252,2.7704%,1.3663,0.0008,0.8903%,1.6345%,70.3296%,-0.4375%,MSFT
10107,12MAY2015,252,-0.0422%,1.0997,0.0003,1.2381%,1.4877%,30.7425%,0.2542%,MSFT
10107,14JUN2019,252,0.0982%,1.3781,0.0010,0.8898%,1.6469%,70.8118%,0.4615%,MSFT
10107,28SEP2016,252,0.1380%,1.1751,0.0006,1.1223%,1.5769%,49.3429%,-0.5216%,MSFT
10107,26JUN2019,252,0.3747%,1.3835,0.0010,0.8926%,1.6530%,70.8418%,0.4488%,MSFT
10107,09SEP2014,252,0.6241%,0.8299,0.0011,1.0668%,1.2057%,21.7084%,1.2309%,MSFT
10107,09JUL2019,252,-0.3651%,1.3740,0.0009,0.8970%,1.6451%,70.2721%,-0.6215%,MSFT
10107,19AUG2016,252,0.0347%,1.2163,0.0007,1.1444%,1.7356%,56.5186%,0.1670%,MSFT
10107,19JUL2019,252,0.1466%,1.3739,0.0009,0.8919%,1.6402%,70.4316%,0.9074%,MSFT
10107,07OCT2016,252,0.1039%,1.1761,0.0006,1.1197%,1.5617%,48.5892%,0.5507%,MSFT
10107,31JUL2019,252,-2.9070%,1.3662,0.0008,0.8740%,1.6267%,71.1352%,-1.4301%,MSFT
10107,28OCT2016,252,-0.3827%,1.1536,0.0004,0.9892%,1.4444%,53.0950%,-0.0489%,MSFT
10107,12AUG2019,252,-1.3942%,1.3458,0.0009,0.8891%,1.6578%,71.2378%,0.3770%,MSFT
10107,12FEB2018,252,1.0773%,1.2717,0.0006,0.7848%,1.1104%,50.0501%,-0.6688%,MSFT
10107,22AUG2019,252,-0.7277%,1.3399,0.0011,0.8810%,1.6762%,72.3769%,-0.6009%,MSFT
10107,20AUG2019,252,-0.8309%,1.3375,0.0010,0.8869%,1.6760%,71.9956%,0.1650%,MSFT
10107,04SEP2019,252,1.1688%,1.3326,0.0009,0.8814%,1.6934%,72.9102%,-0.2809%,MSFT
10107,29JUL2016,252,0.8362%,1.2164,0.0008,1.1541%,1.7555%,56.7788%,0.6284%,MSFT
10107,16SEP2019,252,-0.7209%,1.3225,0.0007,0.8762%,1.6858%,72.9817%,-0.4257%,MSFT
10107,08JAN2014,252,-1.7852%,0.8516,0.0005,1.4433%,1.5617%,14.5919%,-1.8193%,MSFT
10107,26SEP2019,252,0.1292%,1.3225,0.0008,0.8796%,1.6883%,72.8557%,0.6627%,MSFT
10107,14MAR2018,252,-0.5932%,1.2709,0.0007,0.7953%,1.1537%,52.4769%,0.0746%,MSFT
10107,08OCT2019,252,-1.0575%,1.3106,0.0009,0.8802%,1.6960%,73.0645%,1.0533%,MSFT
10107,13SEP2019,252,-0.1454%,1.3227,0.0008,0.8760%,1.6861%,73.0055%,-0.1412%,MSFT
10107,18OCT2019,252,-1.6322%,1.2993,0.0007,0.8601%,1.6382%,72.4378%,-1.0034%,MSFT
10107,29MAR2018,252,2.1031%,1.4057,0.0007,0.8391%,1.3174%,59.4368%,0.1158%,MSFT
10107,30OCT2019,252,1.2462%,1.2691,0.0007,0.8334%,1.5553%,71.2853%,0.8951%,MSFT
10107,19APR2018,252,-0.3422%,1.4065,0.0007,0.8457%,1.3728%,62.0491%,0.3408%,MSFT
10107,11NOV2019,252,0.1028%,1.2784,0.0007,0.7992%,1.5264%,72.5881%,0.3397%,MSFT
10107,01JUL2016,252,-0.0195%,1.1891,0.0007,1.1617%,1.7479%,55.8272%,-0.3060%,MSFT
10107,21NOV2019,252,-0.0936%,1.2598,0.0008,0.7924%,1.4764%,71.1922%,0.0774%,MSFT
10107,22SEP2014,252,-0.9680%,0.8126,0.0011,1.0572%,1.1913%,21.2517%,-0.1698%,MSFT
10107,04DEC2019,252,0.3617%,1.2457,0.0007,0.7862%,1.4452%,70.4081%,-0.3923%,MSFT
10107,30APR2018,252,-2.4003%,1.4331,0.0006,0.8510%,1.3972%,62.9068%,-1.2681%,MSFT
10107,16DEC2019,252,0.6471%,1.2432,0.0006,0.7598%,1.3842%,69.8709%,-0.2861%,MSFT
10107,12AUG2014,252,0.7407%,0.8652,0.0008,1.2151%,1.3573%,19.8446%,0.9401%,MSFT
10107,27DEC2019,252,0.1828%,1.2185,0.0006,0.7468%,1.2502%,64.3171%,0.2975%,MSFT
10107,14JUN2016,252,-0.6183%,1.1884,0.0006,1.1573%,1.7093%,54.1652%,-0.3934%,MSFT
10107,09JAN2020,252,1.2493%,1.2189,0.0007,0.7434%,1.2035%,61.8509%,0.4506%,MSFT
10107,01NOV2019,252,0.2441%,1.2732,0.0007,0.8203%,1.5463%,71.8562%,-1.1483%,MSFT
10107,22JAN2020,252,-0.4805%,1.2185,0.0007,0.7351%,1.1868%,61.6322%,-0.5841%,MSFT
10107,01NOV2018,252,-0.8333%,1.4298,0.0007,0.8934%,1.5660%,67.4525%,-2.7079%,MSFT
10107,03FEB2020,252,2.4379%,1.2197,0.0013,0.7057%,1.1805%,64.2640%,1.4136%,MSFT
10107,28MAY2014,252,-0.4479%,0.8715,0.0002,1.4370%,1.5756%,16.8262%,-0.3512%,MSFT
10107,13FEB2020,252,-0.5414%,1.2169,0.0013,0.7379%,1.2007%,62.2278%,-0.4380%,MSFT
10107,24MAR2016,252,0.4447%,1.1996,0.0013,1.2538%,1.7783%,50.2878%,0.4437%,MSFT
10107,26FEB2020,252,1.2495%,1.2024,0.0012,0.7549%,1.2546%,63.7923%,1.8712%,MSFT
10107,25JUN2018,252,-2.0118%,1.4087,0.0006,0.8355%,1.3875%,63.7391%,0.0688%,MSFT
10107,09MAR2020,252,-6.7773%,1.1692,0.0013,0.8241%,1.5363%,71.2278%,2.8623%,MSFT
10107,28JUN2018,252,1.1175%,1.4107,0.0007,0.8307%,1.3852%,64.0317%,0.2961%,MSFT
10107,19MAR2020,252,1.6453%,1.1976,0.0017,0.8792%,2.2320%,84.4828%,0.0704%,MSFT
10107,16JUL2018,252,-0.4932%,1.4031,0.0007,0.8262%,1.3801%,64.1613%,-0.2765%,MSFT
10107,31MAR2020,252,-1.5727%,1.1645,0.0017,0.9306%,2.3948%,84.8986%,0.0968%,MSFT
10107,17JUL2018,252,0.9913%,1.4040,0.0007,0.8251%,1.3805%,64.2769%,0.3098%,MSFT
10107,13APR2020,252,0.2240%,1.1337,0.0016,0.9696%,2.4542%,84.3912%,1.2680%,MSFT
10107,01OCT2014,252,-0.9922%,0.8378,0.0009,1.0522%,1.2009%,23.2275%,0.1741%,MSFT
10107,23APR2020,252,-1.2102%,1.1348,0.0016,0.9987%,2.5061%,84.1183%,-1.3578%,MSFT
10107,28JAN2014,252,0.6661%,0.8338,0.0005,1.4768%,1.5965%,14.4280%,0.0577%,MSFT
10107,05MAY2020,252,1.0736%,1.1298,0.0016,1.0061%,2.5226%,84.0915%,-0.0000%,MSFT
10107,18FEB2020,252,1.0143%,1.2175,0.0013,0.7418%,1.2007%,61.8314%,1.2396%,MSFT
10107,15MAY2020,252,1.4568%,1.1212,0.0015,1.0183%,2.5140%,83.5925%,0.8174%,MSFT
10107,14JAN2014,252,2.2870%,0.8926,0.0004,1.4468%,1.5789%,16.0353%,1.2726%,MSFT
10107,28MAY2020,252,-0.2255%,1.1072,0.0012,1.0487%,2.5136%,82.5953%,0.2285%,MSFT
10107,21FEB2020,252,-3.1613%,1.2421,0.0011,0.7381%,1.2177%,63.2601%,-1.8009%,MSFT
10107,09JUN2020,252,0.7645%,1.0974,0.0010,1.0395%,2.4938%,82.6238%,1.6985%,MSFT
10107,05MAR2015,252,0.1277%,1.1006,0.0001,1.0379%,1.3275%,38.8762%,-0.0374%,MSFT
10107,19JUN2020,252,-0.5960%,1.0883,0.0012,1.0776%,2.5306%,81.8685%,-0.1064%,MSFT
10107,13OCT2014,252,-0.8630%,0.8801,0.0008,1.0669%,1.2360%,25.4917%,0.5492%,MSFT
10107,01JUL2020,252,0.5847%,1.0855,0.0014,1.0735%,2.5395%,82.1314%,0.1397%,MSFT
10107,21FEB2017,252,-0.2012%,1.0767,-0.0001,0.9844%,1.2368%,36.6549%,-0.8517%,MSFT
10107,14JUL2020,252,0.6181%,1.0862,0.0014,1.0895%,2.5551%,81.8177%,-0.8498%,MSFT
10107,01MAY2020,252,-2.5891%,1.1300,0.0015,1.0015%,2.5213%,84.2204%,0.7042%,MSFT
10107,24JUL2020,252,-0.6122%,1.0914,0.0012,1.1365%,2.5876%,80.7102%,0.2063%,MSFT
10107,05AUG2015,252,0.0841%,1.1364,0.0001,1.2335%,1.5121%,33.4621%,-0.3246%,MSFT
10107,05AUG2020,252,-0.1641%,1.0927,0.0012,1.1648%,2.5927%,79.8178%,-1.0172%,MSFT
10107,24APR2017,252,1.7018%,1.0666,0.0005,0.7858%,1.0536%,44.3754%,0.4497%,MSFT
10107,17AUG2020,252,0.6606%,1.0946,0.0010,1.1875%,2.5914%,78.9999%,0.1680%,MSFT
10107,18JUN2020,252,1.0708%,1.0880,0.0012,1.0775%,2.5306%,81.8694%,0.8641%,MSFT
10107,27AUG2020,252,2.4554%,1.0945,0.0012,1.2033%,2.5896%,78.4072%,2.2585%,MSFT
10107,06APR2017,252,0.2593%,1.0612,0.0001,0.9147%,1.1494%,36.6759%,-0.0830%,MSFT
10107,09SEP2020,252,4.2584%,1.1119,0.0012,1.2231%,2.6547%,78.7710%,1.9637%,MSFT
10107,13JAN2017,252,0.1437%,1.1672,-0.0002,1.0177%,1.3893%,46.3406%,-0.1993%,MSFT
10107,21SEP2020,252,1.0729%,1.1117,0.0011,1.2304%,2.6647%,78.6820%,2.2763%,MSFT
10107,27AUG2015,252,2.7862%,1.1985,0.0000,1.2394%,1.6371%,42.6819%,-0.0929%,MSFT
10107,01OCT2020,252,1.0127%,1.1127,0.0011,1.2359%,2.6749%,78.6501%,0.1338%,MSFT
10107,01MAY2017,252,1.3877%,1.0645,0.0007,0.7744%,1.0420%,44.7612%,1.1619%,MSFT
10107,13OCT2020,252,0.6594%,1.1174,0.0010,1.2458%,2.6932%,78.6035%,1.1178%,MSFT
10107,11MAY2017,252,-1.2264%,1.0650,0.0005,0.7697%,1.0291%,44.0554%,-0.9556%,MSFT
10107,23OCT2020,252,0.6236%,1.1170,0.0010,1.2378%,2.6905%,78.8346%,0.1990%,MSFT
10107,04JUN2014,252,0.0745%,0.8720,0.0001,1.4360%,1.5720%,16.5589%,-0.1714%,MSFT
10107,04NOV2020,252,4.8249%,1.1228,0.0011,1.2486%,2.7315%,79.1047%,2.3077%,MSFT
10107,13JUN2017,252,1.2468%,1.0308,0.0007,0.7816%,1.0196%,41.2399%,0.6695%,MSFT
10107,16NOV2020,252,0.3325%,1.1207,0.0008,1.2909%,2.7549%,78.0444%,-1.0363%,MSFT
10107,10JUL2014,252,0.0360%,0.9035,0.0003,1.4193%,1.5472%,15.8580%,0.4797%,MSFT
10107,27NOV2020,252,0.6359%,1.1210,0.0006,1.2949%,2.7604%,77.9955%,0.1539%,MSFT
10107,14OCT2020,252,-0.8974%,1.1174,0.0010,1.2459%,2.6931%,78.5984%,-0.1711%,MSFT
10107,09DEC2020,252,-1.9490%,1.1209,0.0005,1.2987%,2.7625%,77.8995%,-0.7953%,MSFT
10107,11DEC2020,252,1.3015%,1.1204,0.0005,1.3033%,2.7633%,77.7549%,1.5257%,MSFT
10107,21DEC2020,252,1.8299%,1.1177,0.0006,1.3197%,2.7673%,77.2561%,2.0872%,MSFT
10107,12DEC2016,252,0.3227%,1.1555,0.0000,1.0241%,1.4481%,49.9815%,0.6683%,MSFT
10107,01OCT2015,252,0.7908%,1.2025,0.0000,1.2334%,1.6878%,46.5960%,0.6350%,MSFT
10107,17JAN2018,252,2.0260%,1.1924,0.0004,0.7692%,0.9462%,33.9058%,0.9040%,MSFT
10107,05OCT2015,252,2.3261%,1.2076,0.0001,1.2327%,1.6987%,47.3427%,0.0004%,MSFT
10107,05JUL2017,252,1.3349%,1.0294,0.0005,0.7846%,0.9664%,34.0847%,1.2087%,MSFT
10107,07OCT2015,252,0.1070%,1.2069,0.0000,1.2345%,1.6970%,47.0766%,-1.0272%,MSFT
10107,18NOV2014,252,-0.8289%,0.8924,0.0007,0.9719%,1.1629%,30.1575%,-1.2894%,MSFT
10107,09OCT2015,252,-0.7165%,1.2089,-0.0000,1.2345%,1.6863%,46.4052%,-0.8609%,MSFT
10107,12DEC2014,252,-0.4664%,0.8432,0.0007,0.9817%,1.1576%,28.0909%,0.8585%,MSFT
10107,13OCT2015,252,-0.2340%,1.1999,0.0000,1.2242%,1.6664%,46.0281%,0.6500%,MSFT
10107,24DEC2015,252,-0.2687%,1.2383,0.0008,1.3136%,1.7770%,45.3596%,-0.1325%,MSFT
10107,15OCT2015,252,0.7069%,1.1901,0.0000,1.2260%,1.6654%,45.8047%,-1.1640%,MSFT
10107,04DEC2017,252,-3.7740%,1.1576,0.0004,0.7656%,0.9379%,33.3628%,-3.6635%,MSFT
10107,19OCT2015,252,0.2315%,1.1885,0.0001,1.2228%,1.6601%,45.7439%,0.2315%,MSFT
10107,16AUG2017,252,0.5873%,1.0242,0.0005,0.7319%,0.9214%,36.8965%,0.3990%,MSFT
10107,29NOV2017,252,-1.8143%,1.1650,0.0004,0.7373%,0.9159%,35.1939%,-1.8416%,MSFT
10107,24AUG2017,252,-0.0413%,1.0369,0.0004,0.7321%,0.9336%,38.5163%,0.0992%,MSFT
10107,23OCT2015,252,10.0770%,1.2363,0.0005,1.3410%,1.7730%,42.7973%,8.7758%,MSFT
10107,09NOV2017,252,-0.5558%,1.1563,0.0005,0.7685%,0.9370%,32.7324%,-0.1089%,MSFT
10107,27OCT2015,252,-1.0323%,1.2296,0.0005,1.3492%,1.7749%,42.2168%,-0.5162%,MSFT
10107,23OCT2017,252,0.0254%,1.0668,0.0003,0.7048%,0.8804%,35.9033%,0.5013%,MSFT
10107,29OCT2015,252,-1.1486%,1.2259,0.0004,1.3522%,1.7752%,41.9763%,-0.9037%,MSFT
10107,03DEC2014,252,-0.7841%,0.8665,0.0005,0.9917%,1.1702%,28.1737%,-1.1847%,MSFT
10107,02NOV2015,252,1.1398%,1.2282,0.0004,1.3475%,1.7729%,42.2324%,-0.4012%,MSFT
10107,18NOV2015,252,1.6613%,1.2201,0.0005,1.3465%,1.7809%,42.8330%,-0.3016%,MSFT
10107,04NOV2015,252,0.4617%,1.2303,0.0005,1.3485%,1.7750%,42.2781%,0.7815%,MSFT
10107,05OCT2017,252,1.7137%,1.0686,0.0004,0.7497%,0.9229%,34.0206%,1.1263%,MSFT
10107,06NOV2015,252,0.9930%,1.2284,0.0004,1.3476%,1.7725%,42.1928%,0.8208%,MSFT
10107,17OCT2017,252,-0.0773%,1.0637,0.0004,0.7514%,0.9168%,32.8227%,-0.0919%,MSFT
10107,13OCT2017,252,0.4798%,1.0631,0.0004,0.7532%,0.9184%,32.7414%,0.4333%,MSFT
10107,03OCT2017,252,-0.4691%,1.0599,0.0003,0.7459%,0.9181%,33.9888%,-0.7494%,MSFT
10107,09DEC2014,252,-0.2201%,0.8615,0.0005,0.9858%,1.1629%,28.1424%,-0.3323%,MSFT
10107,24OCT2017,252,0.0381%,1.0542,0.0003,0.6973%,0.8701%,35.7763%,-0.1793%,MSFT
10107,09OCT2017,252,0.3816%,1.0695,0.0004,0.7499%,0.9231%,34.0068%,0.6127%,MSFT
10107,27MAR2014,252,-1.0807%,0.8401,0.0009,1.5218%,1.6466%,14.5811%,-0.9215%,MSFT
10107,05DEC2014,252,-0.8600%,0.8566,0.0006,0.9850%,1.1606%,27.9700%,-1.0763%,MSFT
10107,25OCT2017,252,-0.2917%,1.0560,0.0002,0.6968%,0.8704%,35.9049%,0.2420%,MSFT
10107,25SEP2017,252,-1.5455%,1.0628,0.0004,0.7484%,0.9275%,34.9055%,-1.2862%,MSFT
10107,10NOV2015,252,-1.2002%,1.2289,0.0004,1.3506%,1.7765%,42.2018%,-1.3600%,MSFT
10107,12SEP2017,252,-0.1070%,1.0462,0.0005,0.7430%,0.9306%,36.2462%,-0.5732%,MSFT
10107,18DEC2017,252,-0.5412%,1.1501,0.0005,0.7792%,0.9422%,31.6160%,-1.3269%,MSFT
10107,30NOV2015,252,0.7788%,1.2221,0.0006,1.3400%,1.7767%,43.1212%,1.3541%,MSFT
10107,10NOV2017,252,-0.2616%,1.1696,0.0006,0.7471%,0.9229%,34.4792%,-0.2772%,MSFT
10107,11SEP2017,252,1.0543%,1.0482,0.0005,0.7420%,0.9345%,36.9521%,-0.0703%,MSFT
10107,01APR2014,252,1.0490%,0.8514,0.0009,1.5272%,1.6556%,14.9098%,0.3089%,MSFT
10107,30AUG2017,252,1.3142%,1.0438,0.0005,0.7322%,0.9359%,38.7927%,0.7589%,MSFT
10107,28NOV2014,252,0.1257%,0.8895,0.0006,0.9809%,1.1684%,29.5158%,0.4376%,MSFT
10107,13NOV2017,252,0.0715%,1.1690,0.0006,0.7469%,0.9226%,34.4647%,-0.0377%,MSFT
10107,07DEC2017,252,-0.3503%,1.1165,0.0005,0.7702%,0.9264%,30.8737%,-0.8339%,MSFT
