PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,b_umd,ivol,tvol,R2,exret
93436,05NOV2014,252,-3.3315%,0.0016,0.8208,1.2868,-1.7032,1.1325,2.9592%,3.4769%,27.5635%,-1.3812%
93436,06NOV2014,252,4.4378%,0.0020,1.0513,1.1349,-1.8350,0.6744,2.8625%,3.3613%,27.4750%,2.8758%
93436,07NOV2014,252,-0.4229%,0.0022,1.0301,1.1424,-1.8546,0.5771,2.8465%,3.3254%,26.7279%,0.9587%
93436,10NOV2014,252,0.7202%,0.0023,1.0390,1.1907,-1.6994,0.6693,2.8387%,3.3241%,27.0733%,-1.1762%
93436,11NOV2014,252,3.7821%,0.0023,1.0624,1.1859,-1.7379,0.5954,2.8338%,3.3187%,27.0861%,3.4566%
93436,12NOV2014,252,-0.7886%,0.0024,1.0441,1.1600,-1.8898,0.5715,2.8082%,3.3040%,27.7636%,-2.1080%
93436,13NOV2014,252,1.0438%,0.0025,1.0466,1.1389,-1.9082,0.5906,2.8078%,3.3043%,27.7956%,1.2388%
93436,14NOV2014,252,2.7731%,0.0026,1.0767,1.1336,-1.9185,0.5139,2.8157%,3.3073%,27.5180%,3.6399%
93436,17NOV2014,252,-1.8169%,0.0027,1.0947,1.1351,-1.9575,0.4753,2.8100%,3.3079%,27.8372%,-0.4706%
93436,18NOV2014,252,1.4647%,0.0030,1.1234,1.1243,-1.9087,0.3297,2.7621%,3.2407%,27.3566%,-0.1141%
93436,19NOV2014,252,-3.8650%,0.0027,1.1138,1.1778,-1.8859,0.3760,2.7518%,3.2446%,28.0679%,-2.6156%
93436,20NOV2014,252,0.3915%,0.0029,1.0780,1.1944,-1.8615,0.4299,2.7398%,3.2333%,28.1959%,-0.6780%
93436,21NOV2014,252,-2.3843%,0.0029,1.0499,1.2440,-1.7968,0.5084,2.7423%,3.2377%,28.2607%,-2.4200%
93436,24NOV2014,252,1.6229%,0.0029,1.0504,1.2306,-1.7727,0.5293,2.7419%,3.2382%,28.3031%,-0.9996%
93436,25NOV2014,252,0.5553%,0.0029,1.0507,1.2324,-1.7711,0.5267,2.7418%,3.2379%,28.2929%,0.2933%
93436,26NOV2014,252,0.1411%,0.0030,1.0418,1.2707,-1.7524,0.5297,2.7386%,3.2377%,28.4525%,-1.6551%
93436,28NOV2014,252,-1.5778%,0.0027,1.0597,1.3194,-1.6281,0.4984,2.7309%,3.2244%,28.2665%,-2.7015%
93436,01DEC2014,252,-5.2675%,0.0026,1.0880,1.3340,-1.6784,0.4402,2.7349%,3.2435%,28.9028%,-2.1689%
93436,02DEC2014,252,-0.0907%,0.0026,1.0887,1.3071,-1.7101,0.4153,2.7365%,3.2389%,28.6180%,-1.5326%
93436,03DEC2014,252,-0.9204%,0.0018,1.0584,1.3133,-1.5628,0.6788,2.5206%,3.0727%,32.7082%,-1.3315%
93436,04DEC2014,252,-0.4448%,0.0020,1.0572,1.3165,-1.5305,0.6853,2.5116%,3.0615%,32.6960%,-0.3305%
93436,05DEC2014,252,-2.0019%,0.0019,1.0618,1.2806,-1.6089,0.6482,2.5187%,3.0643%,32.4420%,-2.9281%
93436,08DEC2014,252,-4.1795%,0.0018,1.1474,1.2672,-1.6362,0.5304,2.5188%,3.0730%,32.8195%,-2.9540%
93436,09DEC2014,252,1.1803%,0.0016,1.1325,1.2583,-1.6277,0.5715,2.5108%,3.0683%,33.0390%,-1.1031%
93436,10DEC2014,252,-3.2505%,0.0015,1.1662,1.2695,-1.6339,0.5251,2.5097%,3.0760%,33.4336%,-1.0835%
93436,11DEC2014,252,-0.4575%,0.0014,1.1622,1.2753,-1.6251,0.5270,2.5113%,3.0737%,33.2458%,-1.3218%
93436,12DEC2014,252,-0.9000%,0.0012,1.2285,1.2036,-1.7227,0.4108,2.4887%,3.0555%,33.6579%,-0.7161%
93436,15DEC2014,252,-1.4300%,0.0012,1.2291,1.2069,-1.7190,0.4139,2.4885%,3.0572%,33.7406%,-0.2057%
93436,16DEC2014,252,-3.0533%,0.0011,1.2496,1.1879,-1.7595,0.4056,2.4883%,3.0639%,34.0431%,-1.5300%
93436,17DEC2014,252,4.0493%,0.0010,1.2659,1.1760,-1.7577,0.4004,2.4816%,3.0683%,34.5885%,0.4346%
93436,18DEC2014,252,6.0441%,0.0012,1.4192,1.0461,-1.8120,0.3223,2.4736%,3.0843%,35.6799%,3.6630%
93436,19DEC2014,252,0.4719%,0.0014,1.4311,1.0195,-1.8041,0.3000,2.4619%,3.0673%,35.5785%,0.8389%
93436,22DEC2014,252,1.5094%,0.0015,1.4308,1.0438,-1.7967,0.3077,2.4606%,3.0668%,35.6275%,0.5254%
93436,23DEC2014,252,-0.7323%,0.0016,1.4480,1.0570,-1.7515,0.2828,2.4607%,3.0674%,35.6470%,1.5627%
93436,24DEC2014,252,0.5838%,0.0014,1.4337,1.0448,-1.7677,0.2991,2.4411%,3.0494%,35.9198%,-0.4226%
93436,26DEC2014,252,2.5016%,0.0013,1.4288,1.0613,-1.7525,0.3001,2.4393%,3.0488%,35.9837%,0.9558%
93436,29DEC2014,252,-0.9262%,0.0014,1.4381,1.0585,-1.7604,0.2629,2.4357%,3.0437%,35.9623%,-0.1877%
93436,30DEC2014,252,-1.5418%,0.0014,1.4406,1.0560,-1.7642,0.2614,2.4358%,3.0454%,36.0254%,-0.3306%
93436,31DEC2014,252,0.0810%,0.0015,1.4464,1.0521,-1.7633,0.2581,2.4332%,3.0439%,36.0974%,0.3020%
93436,02JAN2015,252,-1.3938%,0.0014,1.4581,1.0560,-1.7679,0.2502,2.4316%,3.0454%,36.2496%,-0.4063%
93436,05JAN2015,252,-4.2041%,0.0013,1.5408,1.0360,-1.7364,0.1487,2.4400%,3.0578%,36.3238%,-3.3621%
93436,06JAN2015,252,0.5664%,0.0013,1.5186,1.0117,-1.7619,0.1758,2.4440%,3.0556%,36.0245%,2.3643%
93436,07JAN2015,252,-0.1562%,0.0012,1.5008,1.0277,-1.7184,0.1546,2.4539%,3.0543%,35.4503%,-3.4691%
93436,08JAN2015,252,-0.1588%,0.0011,1.4518,1.0570,-1.6836,0.1790,2.4624%,3.0536%,34.9733%,-3.2651%
93436,09JAN2015,252,-1.8778%,0.0012,1.4454,1.0644,-1.6777,0.2294,2.4531%,3.0517%,35.3862%,-1.4439%
93436,12JAN2015,252,-2.1533%,0.0012,1.4846,1.0489,-1.7731,0.1315,2.4468%,3.0540%,35.8107%,-2.3749%
93436,13JAN2015,252,1.0088%,0.0014,1.4614,1.0610,-1.7697,0.1297,2.4433%,3.0408%,35.4386%,0.9551%
93436,14JAN2015,252,-5.6597%,0.0007,1.4129,1.0736,-1.6197,0.0897,2.3281%,2.9007%,35.5797%,-6.0305%
93436,15JAN2015,252,-0.4256%,0.0007,1.3743,1.0572,-1.5599,0.1760,2.3342%,2.8989%,35.1661%,3.0399%
93436,16JAN2015,252,0.6254%,0.0005,1.3556,1.0557,-1.4886,0.2207,2.3307%,2.8877%,34.8567%,-1.8819%
93436,20JAN2015,252,-0.5905%,0.0005,1.3560,1.0701,-1.4695,0.2125,2.3317%,2.8878%,34.8055%,-1.0100%
93436,21JAN2015,252,2.4176%,0.0005,1.3924,1.0018,-1.4772,0.1415,2.3365%,2.8813%,34.2440%,3.9255%
93436,22JAN2015,252,2.5691%,0.0005,1.3979,0.9992,-1.4791,0.1367,2.3361%,2.8849%,34.4291%,0.4934%
93436,23JAN2015,252,-0.1637%,0.0004,1.4137,0.9963,-1.4085,0.1669,2.3340%,2.8833%,34.4724%,-1.1788%
93436,26JAN2015,252,2.6132%,0.0004,1.4225,1.0053,-1.4164,0.1389,2.3358%,2.8772%,34.0915%,1.5129%
93436,27JAN2015,252,-0.2760%,0.0005,1.4102,1.0177,-1.4041,0.1363,2.3366%,2.8712%,33.7731%,1.1307%
93436,28JAN2015,252,-3.2090%,0.0003,1.4436,1.0063,-1.4160,0.0233,2.3287%,2.8610%,33.7490%,-2.5000%
93436,29JAN2015,252,2.9242%,0.0003,1.4518,1.0118,-1.4027,0.0386,2.3298%,2.8642%,33.8300%,1.3004%
93436,30JAN2015,252,-0.7797%,0.0003,1.4492,0.9855,-1.4673,-0.0830,2.3303%,2.8521%,33.2439%,2.0796%
93436,02FEB2015,252,3.6051%,0.0004,1.4927,0.9775,-1.3912,-0.1199,2.3409%,2.8602%,33.0174%,3.6479%
93436,03FEB2015,252,3.5176%,0.0004,1.5538,0.9914,-1.3778,-0.1427,2.3375%,2.8640%,33.3842%,1.6586%
93436,04FEB2015,252,0.0870%,0.0004,1.5525,0.9909,-1.3770,-0.1351,2.3376%,2.8635%,33.3578%,0.5031%
93436,05FEB2015,252,1.1165%,0.0004,1.5397,0.9790,-1.3662,-0.1140,2.3378%,2.8597%,33.1701%,-1.2841%
93436,06FEB2015,252,-1.6426%,0.0003,1.5284,0.9837,-1.3799,-0.1057,2.3374%,2.8587%,33.1441%,-1.0101%
93436,09FEB2015,252,0.0552%,0.0003,1.5089,0.9989,-1.3487,-0.1153,2.3356%,2.8448%,32.5945%,1.2201%
93436,10FEB2015,252,-0.5472%,0.0001,1.4878,1.0384,-1.2340,-0.1125,2.3252%,2.8255%,32.2743%,-2.6546%
93436,11FEB2015,252,-1.6136%,0.0000,1.4988,1.0407,-1.2123,-0.1208,2.3274%,2.8275%,32.2458%,-1.9213%
93436,12FEB2015,252,-4.6617%,-0.0001,1.4422,1.0547,-1.1670,-0.0420,2.3610%,2.8428%,31.0238%,-6.4449%
93436,13FEB2015,252,0.4387%,-0.0002,1.4356,1.0539,-1.1512,-0.0222,2.3614%,2.8396%,30.8460%,-0.8361%
93436,17FEB2015,252,0.2846%,-0.0002,1.4378,1.0522,-1.1480,-0.0239,2.3612%,2.8393%,30.8399%,-0.0187%
93436,18FEB2015,252,0.0538%,-0.0003,1.4440,1.0364,-1.1363,-0.0418,2.3613%,2.8341%,30.5812%,-1.2181%
93436,19FEB2015,252,3.5435%,-0.0000,1.4289,1.0106,-1.2630,-0.1111,2.3536%,2.8251%,30.5945%,2.8328%
93436,20FEB2015,252,2.5531%,-0.0002,1.4223,0.9490,-1.2979,-0.1441,2.3182%,2.7797%,30.4470%,1.8271%
93436,23FEB2015,252,-4.5023%,-0.0004,1.4388,0.9493,-1.2864,-0.2024,2.3371%,2.7944%,30.0520%,-4.7727%
93436,24FEB2015,252,-1.5555%,-0.0006,1.4288,0.9243,-1.3694,-0.2384,2.3285%,2.7858%,30.1332%,-1.0638%
93436,25FEB2015,252,-0.1715%,-0.0011,1.4469,0.9497,-1.1148,-0.1745,2.1726%,2.6428%,32.4190%,-1.3521%
93436,26FEB2015,252,1.6834%,-0.0011,1.4457,0.9434,-1.1241,-0.1720,2.1719%,2.6419%,32.4152%,0.6767%
93436,27FEB2015,252,-1.8582%,-0.0011,1.4508,0.9452,-1.1253,-0.1720,2.1716%,2.6443%,32.5553%,-0.9364%
93436,02MAR2015,252,-2.9581%,-0.0012,1.4411,0.9420,-1.0491,-0.1691,2.1868%,2.6438%,31.5838%,-4.5246%
93436,03MAR2015,252,1.1326%,-0.0013,1.4582,0.9209,-1.0608,-0.1864,2.1807%,2.6406%,31.7995%,2.2820%
93436,04MAR2015,252,1.4407%,-0.0012,1.4638,0.9453,-1.0554,-0.1708,2.1808%,2.6399%,31.7595%,1.5342%
93436,05MAR2015,252,-0.8916%,-0.0012,1.4631,0.9442,-1.0347,-0.1632,2.1833%,2.6399%,31.6016%,-1.8037%
93436,06MAR2015,252,-3.3644%,-0.0013,1.4741,0.9283,-1.0788,-0.1738,2.1835%,2.6481%,32.0121%,-1.2802%
93436,09MAR2015,252,-1.5473%,-0.0013,1.4749,0.9288,-1.0639,-0.1952,2.1834%,2.6447%,31.8434%,-2.0824%
93436,10MAR2015,252,-0.2934%,-0.0012,1.4523,0.9405,-1.0645,-0.1805,2.1791%,2.6383%,31.7790%,1.2367%
93436,11MAR2015,252,1.7970%,-0.0010,1.4460,0.9635,-1.0247,-0.1699,2.1823%,2.6384%,31.5829%,1.8628%
93436,12MAR2015,252,-1.3781%,-0.0013,1.4278,0.9285,-1.0947,-0.2035,2.1839%,2.6326%,31.1812%,-2.9690%
93436,13MAR2015,252,-1.2509%,-0.0013,1.4358,0.9240,-1.1013,-0.2089,2.1837%,2.6320%,31.1629%,-0.5276%
93436,16MAR2015,252,3.7206%,-0.0011,1.4495,0.9194,-1.1245,-0.2059,2.1796%,2.6367%,31.6695%,2.3773%
93436,17MAR2015,252,-0.4957%,-0.0011,1.4481,0.9174,-1.1287,-0.2095,2.1796%,2.6355%,31.6057%,-0.6682%
93436,18MAR2015,252,3.0709%,-0.0011,1.4676,0.8919,-1.1490,-0.2430,2.1827%,2.6376%,31.5168%,1.8418%
93436,19MAR2015,252,-2.5211%,-0.0012,1.4922,0.8649,-1.0772,-0.2693,2.1949%,2.6400%,30.8790%,-3.8449%
93436,20MAR2015,252,1.2420%,-0.0012,1.4956,0.8653,-1.0780,-0.2739,2.1953%,2.6412%,30.9132%,0.6618%
93436,23MAR2015,252,0.7825%,-0.0011,1.4935,0.8743,-1.0520,-0.2877,2.1954%,2.6368%,30.6762%,0.9987%
93436,24MAR2015,252,1.0469%,-0.0010,1.4866,0.8757,-1.0354,-0.3024,2.1948%,2.6267%,30.1830%,0.9261%
93436,25MAR2015,252,-3.6784%,-0.0010,1.4836,0.8749,-1.0295,-0.3040,2.1949%,2.6369%,30.7165%,0.2322%
93436,26MAR2015,252,-2.0046%,-0.0011,1.4849,0.8565,-1.0388,-0.3155,2.1967%,2.6313%,30.3037%,-1.8157%
93436,27MAR2015,252,-2.8387%,-0.0011,1.4895,0.8304,-1.0500,-0.3903,2.2043%,2.6321%,29.8619%,-4.1168%
93436,30MAR2015,252,3.0108%,-0.0012,1.4887,0.8370,-1.0782,-0.3800,2.1993%,2.6344%,30.3084%,1.2175%
93436,31MAR2015,252,-0.9445%,-0.0010,1.4995,0.8955,-1.0311,-0.3399,2.1850%,2.6325%,31.1109%,0.1365%
93436,01APR2015,252,-0.6251%,-0.0011,1.4934,0.8771,-1.0375,-0.3655,2.1806%,2.6201%,30.7338%,0.0518%
93436,02APR2015,252,1.8178%,-0.0012,1.4877,0.8673,-1.0616,-0.3730,2.1509%,2.5936%,31.2257%,1.4547%
93436,06APR2015,252,6.3351%,-0.0011,1.5262,0.8207,-1.1466,-0.4955,2.1745%,2.6211%,31.1754%,5.0649%
93436,07APR2015,252,0.0739%,-0.0009,1.5106,0.7875,-1.1483,-0.5493,2.1679%,2.5950%,30.2050%,0.2105%
93436,08APR2015,252,2.1747%,-0.0009,1.5050,0.7903,-1.1645,-0.5431,2.1687%,2.5947%,30.1378%,1.0420%
93436,09APR2015,252,1.1653%,-0.0010,1.5008,0.7752,-1.1629,-0.5440,2.1627%,2.5846%,29.9780%,0.6050%
93436,10APR2015,252,0.3855%,-0.0009,1.5084,0.7753,-1.1798,-0.5245,2.1606%,2.5843%,30.1030%,-0.4642%
93436,13APR2015,252,-0.5311%,-0.0008,1.4823,0.7679,-1.1685,-0.5659,2.1569%,2.5576%,28.8748%,-0.0309%
93436,14APR2015,252,-1.1059%,-0.0009,1.4918,0.7780,-1.1672,-0.5321,2.1558%,2.5585%,29.0039%,-1.4877%
93436,15APR2015,252,0.1783%,-0.0009,1.5035,0.7515,-1.1590,-0.5114,2.1477%,2.5523%,29.1905%,-1.3615%
93436,16APR2015,252,-0.5437%,-0.0008,1.5148,0.7411,-1.1461,-0.5118,2.1423%,2.5489%,29.3577%,-0.3152%
93436,17APR2015,252,0.0435%,-0.0007,1.4844,0.7351,-1.1338,-0.5151,2.1471%,2.5435%,28.7390%,2.4720%
93436,20APR2015,252,-0.7350%,-0.0008,1.4704,0.7404,-1.1158,-0.5145,2.1518%,2.5437%,28.4408%,-2.4196%
93436,21APR2015,252,2.0169%,-0.0008,1.4612,0.7405,-1.1145,-0.4855,2.1510%,2.5392%,28.2388%,1.8694%
93436,22APR2015,252,4.7896%,-0.0008,1.4672,0.6644,-1.1137,-0.5461,2.1403%,2.5190%,27.8071%,4.5022%
93436,23APR2015,252,-0.3828%,-0.0007,1.4607,0.6545,-1.0286,-0.5301,2.1329%,2.5000%,27.2090%,-1.4159%
93436,24APR2015,252,-0.0801%,-0.0007,1.4611,0.6526,-1.0316,-0.5330,2.1329%,2.5000%,27.2142%,-0.1186%
93436,27APR2015,252,6.0089%,-0.0003,1.4359,0.5757,-1.0038,-0.6689,2.1761%,2.5158%,25.1834%,7.1715%
93436,28APR2015,252,-0.4621%,-0.0003,1.4402,0.5401,-1.0805,-0.7159,2.1730%,2.5156%,25.3798%,-0.3877%
93436,29APR2015,252,0.8547%,-0.0003,1.4252,0.5393,-1.0759,-0.7750,2.1612%,2.5024%,25.4087%,1.6956%
93436,30APR2015,252,-2.7533%,-0.0004,1.4287,0.5454,-1.0815,-0.7692,2.1615%,2.5086%,25.7548%,-0.7001%
93436,01MAY2015,252,-0.0088%,-0.0004,1.4214,0.5544,-1.0690,-0.7782,2.1627%,2.5086%,25.6759%,-1.1679%
93436,04MAY2015,252,1.9820%,-0.0004,1.4275,0.5448,-1.0853,-0.7810,2.1621%,2.5098%,25.7829%,1.9377%
93436,05MAY2015,252,1.0585%,-0.0003,1.4001,0.5737,-1.0046,-0.7815,2.1653%,2.5050%,25.2853%,3.0730%
93436,06MAY2015,252,-1.0818%,-0.0003,1.3852,0.5477,-1.0204,-0.8031,2.1588%,2.4908%,24.8812%,-0.7859%
93436,07MAY2015,252,2.7644%,-0.0001,1.3982,0.5387,-0.9618,-0.7674,2.1604%,2.4896%,24.6972%,2.4617%
93436,08MAY2015,252,-0.0802%,0.0003,1.3853,0.4122,-0.9583,-0.8524,2.0559%,2.3830%,25.5682%,-1.4265%
93436,11MAY2015,252,1.2172%,0.0004,1.3758,0.4293,-0.9290,-0.8280,2.0585%,2.3809%,25.2491%,1.9183%
93436,12MAY2015,252,2.1922%,0.0005,1.3740,0.4414,-0.9182,-0.8298,2.0636%,2.3833%,25.0260%,2.3979%
93436,13MAY2015,252,-0.6374%,0.0003,1.3708,0.4961,-0.9120,-0.8185,2.0518%,2.3770%,25.4901%,-0.6681%
93436,14MAY2015,252,0.3783%,0.0003,1.3697,0.5159,-0.8860,-0.8118,2.0515%,2.3770%,25.5142%,-0.5687%
93436,15MAY2015,252,1.9418%,0.0004,1.3666,0.5077,-0.9102,-0.8281,2.0534%,2.3786%,25.4762%,1.5189%
93436,18MAY2015,252,-0.0362%,0.0003,1.3653,0.5010,-0.9116,-0.8319,2.0535%,2.3769%,25.3616%,-0.4658%
93436,19MAY2015,252,-0.6472%,0.0003,1.3609,0.4772,-0.9384,-0.8517,2.0497%,2.3732%,25.4003%,0.4617%
93436,20MAY2015,252,-1.1289%,0.0001,1.3689,0.4872,-0.9373,-0.8497,2.0501%,2.3742%,25.4448%,-1.4261%
93436,21MAY2015,252,0.5197%,0.0001,1.3599,0.4931,-0.9474,-0.8580,2.0477%,2.3710%,25.4141%,-0.0863%
93436,22MAY2015,252,0.8591%,0.0001,1.3547,0.4768,-0.9455,-0.8527,2.0466%,2.3657%,25.1609%,1.3611%
93436,26MAY2015,252,-0.1110%,0.0001,1.3413,0.4770,-0.9403,-0.8439,2.0488%,2.3648%,24.9358%,1.5804%
93436,27MAY2015,252,-0.0101%,0.0000,1.3323,0.4601,-0.9509,-0.8621,2.0487%,2.3615%,24.7373%,-1.0313%
93436,28MAY2015,252,1.6247%,0.0001,1.3294,0.4687,-0.9303,-0.8501,2.0529%,2.3631%,24.5294%,2.0841%
93436,29MAY2015,252,-0.2585%,0.0002,1.3282,0.4680,-0.9285,-0.8471,2.0530%,2.3632%,24.5257%,0.6556%
93436,01JUN2015,252,-0.5383%,0.0002,1.3287,0.4624,-0.9236,-0.8490,2.0529%,2.3621%,24.4728%,-0.5939%
93436,02JUN2015,252,-0.4410%,0.0002,1.3293,0.4507,-0.9226,-0.8370,2.0532%,2.3603%,24.3259%,-0.9515%
93436,03JUN2015,252,0.2577%,0.0001,1.3288,0.4434,-0.9302,-0.8427,2.0532%,2.3603%,24.3263%,-0.6316%
93436,04JUN2015,252,-1.2330%,0.0002,1.3290,0.4464,-0.9268,-0.8387,2.0527%,2.3615%,24.4440%,0.1156%
93436,05JUN2015,252,1.3094%,0.0002,1.3304,0.4663,-0.9170,-0.8386,2.0531%,2.3613%,24.4026%,0.7846%
93436,08JUN2015,252,2.8699%,0.0004,1.3138,0.4764,-0.9125,-0.8389,2.0657%,2.3675%,23.8680%,3.6995%
93436,09JUN2015,252,-0.1132%,0.0005,1.3151,0.5146,-0.9265,-0.8581,2.0580%,2.3657%,24.3223%,0.3207%
93436,10JUN2015,252,-2.0703%,0.0004,1.2841,0.4976,-0.9677,-0.8652,2.0684%,2.3676%,23.6788%,-3.5997%
93436,11JUN2015,252,0.2832%,0.0004,1.2888,0.5021,-0.9574,-0.8650,2.0663%,2.3669%,23.7859%,0.3299%
93436,12JUN2015,252,-0.2864%,0.0004,1.2874,0.5053,-0.9540,-0.8624,2.0665%,2.3667%,23.7625%,0.5526%
93436,15JUN2015,252,-0.1237%,0.0004,1.2839,0.5087,-0.9485,-0.8575,2.0661%,2.3653%,23.6959%,0.5348%
93436,16JUN2015,252,1.0943%,0.0001,1.2878,0.4898,-0.7962,-0.8169,2.0057%,2.3012%,24.0314%,0.3905%
93436,17JUN2015,252,2.8801%,0.0001,1.2837,0.4296,-0.9142,-0.8452,2.0037%,2.2999%,24.0947%,2.4570%
93436,18JUN2015,252,0.5683%,0.0002,1.2957,0.4127,-0.9220,-0.8523,1.9959%,2.2964%,24.4619%,-0.5105%
93436,19JUN2015,252,0.2367%,0.0002,1.2925,0.4200,-0.9202,-0.8486,1.9963%,2.2964%,24.4293%,0.7108%
93436,22JUN2015,252,-1.0362%,0.0001,1.2849,0.4142,-0.9318,-0.8575,1.9988%,2.2971%,24.2809%,-1.7730%
93436,23JUN2015,252,3.0332%,0.0001,1.2867,0.4439,-0.9043,-0.8522,1.9951%,2.2955%,24.4631%,2.8098%
93436,24JUN2015,252,-0.9340%,0.0001,1.2777,0.4307,-0.9300,-0.8683,1.9927%,2.2927%,24.4555%,0.2528%
93436,25JUN2015,252,1.3652%,0.0002,1.2667,0.4338,-0.9383,-0.8547,1.9947%,2.2913%,24.2093%,2.0854%
93436,26JUN2015,252,-0.6325%,0.0002,1.2665,0.4337,-0.9387,-0.8544,1.9947%,2.2914%,24.2185%,-0.0507%
93436,29JUN2015,252,-1.8982%,0.0002,1.2452,0.4259,-0.9291,-0.8430,1.9963%,2.2930%,24.2101%,1.4314%
93436,30JUN2015,252,2.3815%,0.0002,1.2468,0.4256,-0.9548,-0.8380,1.9992%,2.2976%,24.2847%,1.8090%
93436,01JUL2015,252,0.3318%,0.0003,1.2570,0.4232,-0.9490,-0.8129,1.9984%,2.2976%,24.3509%,1.2205%
93436,02JUL2015,252,4.0386%,0.0006,1.2557,0.3356,-1.0457,-0.8674,1.9948%,2.2945%,24.4157%,4.0525%
93436,06JUL2015,252,-0.1071%,0.0007,1.2552,0.3420,-1.0409,-0.8526,1.9949%,2.2945%,24.4102%,0.9364%
93436,07JUL2015,252,-4.2328%,0.0006,1.2303,0.3755,-0.9488,-0.7999,2.0213%,2.3031%,22.9716%,-5.3479%
93436,08JUL2015,252,-4.8231%,0.0005,1.2572,0.3676,-0.9710,-0.8224,2.0263%,2.3214%,23.8117%,-2.2191%
93436,09JUL2015,252,1.1610%,0.0005,1.2540,0.3801,-0.9644,-0.8245,2.0246%,2.3198%,23.8308%,0.7711%
93436,10JUL2015,252,0.4769%,0.0005,1.2458,0.3699,-0.9673,-0.8341,2.0245%,2.3175%,23.6805%,-0.7572%
93436,13JUL2015,252,1.1615%,0.0005,1.2412,0.3673,-0.9707,-0.8335,2.0240%,2.3180%,23.7550%,-0.6534%
93436,14JUL2015,252,1.3312%,0.0004,1.2337,0.3688,-0.9732,-0.8485,2.0121%,2.3067%,23.9090%,0.5528%
93436,15JUL2015,252,-0.9448%,0.0005,1.2323,0.3454,-0.9219,-0.8369,2.0089%,2.2985%,23.6176%,0.6366%
93436,16JUL2015,252,1.3453%,0.0005,1.2373,0.3333,-0.9189,-0.8354,2.0079%,2.2986%,23.6977%,0.5088%
93436,17JUL2015,252,2.9924%,0.0006,1.2404,0.2979,-0.9864,-0.8577,2.0131%,2.3050%,23.7246%,2.4404%
93436,20JUL2015,252,2.7671%,0.0007,1.2335,0.2507,-1.0224,-0.8221,2.0247%,2.3075%,23.0132%,3.5798%
93436,21JUL2015,252,-5.4879%,0.0004,1.2492,0.2439,-1.0625,-0.8128,2.0482%,2.3345%,23.0207%,-4.9245%
93436,22JUL2015,252,0.4123%,0.0005,1.2503,0.2621,-1.0302,-0.7818,2.0492%,2.3343%,22.9374%,1.7213%
93436,23JUL2015,252,-0.2501%,0.0005,1.2498,0.2611,-1.0312,-0.7823,2.0492%,2.3331%,22.8591%,0.1735%
93436,24JUL2015,252,-0.6699%,0.0006,1.2377,0.2524,-1.0170,-0.7596,2.0517%,2.3335%,22.6973%,1.7174%
93436,27JUL2015,252,-4.6720%,0.0004,1.2571,0.2653,-1.0288,-0.7665,2.0631%,2.3528%,23.1100%,-3.4699%
93436,28JUL2015,252,4.6678%,0.0005,1.2761,0.2464,-1.0674,-0.8011,2.0675%,2.3703%,23.9198%,2.3755%
93436,29JUL2015,252,-0.3776%,0.0004,1.2652,0.2598,-1.0921,-0.7920,2.0692%,2.3705%,23.8000%,-1.4799%
93436,30JUL2015,252,1.1258%,0.0004,1.2654,0.2558,-1.0879,-0.7879,2.0689%,2.3691%,23.7398%,0.7876%
93436,31JUL2015,252,-0.2399%,0.0004,1.2683,0.2512,-1.0820,-0.7905,2.0690%,2.3637%,23.3806%,-0.3991%
93436,03AUG2015,252,-2.3145%,0.0001,1.2833,0.2687,-1.0884,-0.8156,2.0454%,2.3524%,24.3925%,-1.2136%
93436,04AUG2015,252,2.4193%,0.0002,1.2730,0.2706,-1.0899,-0.8169,2.0502%,2.3530%,24.0828%,2.6860%
93436,05AUG2015,252,1.4458%,0.0002,1.2776,0.2648,-1.0935,-0.8075,2.0515%,2.3546%,24.0897%,1.2324%
93436,06AUG2015,252,-8.8846%,-0.0005,1.3022,0.2324,-1.4004,-0.7326,2.0793%,2.4057%,25.2982%,-7.1751%
93436,07AUG2015,252,-1.4708%,-0.0006,1.3115,0.2378,-1.3925,-0.7355,2.0756%,2.4060%,25.5831%,-0.5493%
93436,10AUG2015,252,-0.5649%,-0.0006,1.3107,0.2169,-1.4184,-0.6917,2.0726%,2.4039%,25.6673%,-2.8265%
93436,11AUG2015,252,-1.5634%,-0.0007,1.3018,0.1885,-1.3999,-0.6834,2.0605%,2.3891%,25.6150%,0.4102%
93436,12AUG2015,252,0.3370%,-0.0008,1.3032,0.2017,-1.3877,-0.6705,2.0600%,2.3891%,25.6531%,-0.8564%
93436,13AUG2015,252,1.8222%,-0.0007,1.3043,0.1905,-1.3408,-0.6163,2.0693%,2.3919%,25.1558%,3.1049%
93436,14AUG2015,252,0.2639%,-0.0006,1.3064,0.1919,-1.3334,-0.6144,2.0694%,2.3918%,25.1415%,0.3700%
93436,17AUG2015,252,4.8694%,-0.0005,1.3151,0.2039,-1.3864,-0.6125,2.0800%,2.4114%,25.5962%,3.3082%
93436,18AUG2015,252,2.2471%,-0.0003,1.3220,0.1986,-1.3468,-0.5950,2.0869%,2.4149%,25.3223%,3.4795%
93436,19AUG2015,252,-2.0980%,-0.0002,1.3308,0.1927,-1.3536,-0.6045,2.0835%,2.4173%,25.7147%,-0.5193%
93436,20AUG2015,252,-5.1205%,-0.0003,1.3526,0.1917,-1.3673,-0.6026,2.0856%,2.4388%,26.8664%,-1.5734%
